,movieId,title,genres,scores
5808,50912,"paris, i love you (paris, je t'aime)",Romance,3.8340090209135713
5571,43936,16 blocks,Crime Thriller,3.8339705103198267
5695,47950,hollywoodland,Crime Drama Mystery Thriller,3.831642529580924
2488,3513,rules of engagement,Drama Thriller,3.827381967609802
1155,1611,my own private idaho,Drama Romance,3.826139849649074
7194,97923,flight,Drama,3.8238012931687546
3996,6290,house of 1000 corpses,Horror,3.8237651910101276
853,1194,cheech and chong's up in smoke,Comedy,3.8195018715340443
5192,27803,"sea inside, the (mar adentro)",Drama,3.818290673026068
5418,34534,four brothers,Action Crime Drama,3.8175768566222956
2288,3208,loaded weapon 1 (national lampoon's loaded weapon 1),Action Comedy,3.815381413949857
4472,7234,"strada, la",Drama,3.812201571735755
3390,4967,no man's land,Drama War,3.811377961343947
5479,39381,"proposition, the",Crime Drama Western,3.807994101578806
7895,134368,spy,Action Comedy Crime,3.805115879913607
3738,5666,"rules of attraction, the",Comedy Drama Romance Thriller,3.803082384634358
2393,3387,who's harry crumb?,Comedy Mystery,3.80307176770057
1520,2136,"nutty professor, the",Comedy Sci-Fi,3.7980967177282867
6923,89753,tinker tailor soldier spy,Drama Film-Noir Thriller,3.7973481828423097
2390,3384,"taking of pelham one two three, the",Action Crime,3.794043388951865
3351,4889,heist,Crime Drama,3.7929273394883296
4096,6536,sinbad: legend of the seven seas,Adventure Animation Children Fantasy,3.790303012844655
2668,3784,"kid, the",Comedy Fantasy,3.787526904342467
510,631,all dogs go to heaven 2,Adventure Animation Children Fantasy Musical Romance,3.7870255973683475
6115,59501,"chronicles of narnia: prince caspian, the",Adventure Children Fantasy,3.784716309516968
5815,51077,ghost rider,Action Fantasy Thriller,3.7842026113812444
4428,7137,"cooler, the",Comedy Drama Romance,3.7841430010166732
4578,7570,octopussy,Action Adventure Thriller,3.7760904857441537
6718,81782,unstoppable,Action Drama Thriller,3.7715078703751503
612,829,joe's apartment,Comedy Fantasy Musical,3.7707062597482386
2672,3788,blow-up (blowup),Drama Mystery,3.7661562050261432
5610,44974,hard candy,Drama Thriller,3.765073101140798
1576,2208,"lady vanishes, the",Drama Mystery Thriller,3.763468585713424
1292,1848,"borrowers, the",Adventure Children Comedy Fantasy,3.7631180238075963
5473,38886,"squid and the whale, the",Comedy Drama,3.760028174224839
1759,2458,armed and dangerous,Comedy Crime,3.7588807778651705
1743,2433,"civil action, a",Drama,3.757033459549019
983,1342,candyman,Horror Thriller,3.750890823367839
3359,4902,"devil's backbone, the (espinazo del diablo, el)",Drama Fantasy Horror Thriller War,3.748953632941516
7872,133419,pitch perfect 2,Comedy,3.7476874559979017
2512,3549,guys and dolls,Comedy Musical Romance,3.743634642868903
6697,80906,inside job,Documentary,3.741995158554094
5011,26258,"topo, el",Fantasy Western,3.741518903348416
7752,122924,x-men: apocalypse,Action Adventure Fantasy Sci-Fi,3.7384349626417217
1672,2357,central station (central do brasil),Drama,3.738361693705806
5664,46967,scoop,Comedy Fantasy Mystery,3.736627845401735
4928,8966,kinsey,Drama,3.736220928563926
5527,42011,fun with dick and jane,Comedy Crime,3.7356948454745016
2363,3327,beyond the mat,Documentary,3.734799506411489
4482,7256,touching the void,Adventure Documentary,3.7346808055995027
3409,4994,"majestic, the",Comedy Drama Romance,3.7237202614894356
6176,61248,death race,Action Adventure Sci-Fi Thriller,3.723719709344757
4392,7076,bullitt,Action Crime Drama Thriller,3.7217330602111662
2827,4010,brewster's millions,Comedy,3.71563681989301
6632,78574,winter's bone,Drama Thriller,3.7144189960936798
1270,1806,paulie,Adventure Children Comedy,3.6920695035352704
4007,6305,fahrenheit 451,Drama Sci-Fi,3.6908924775290504
6763,83613,cowboys & aliens,Action Sci-Fi Thriller Western IMAX,3.6900033199705695
1148,1603,mimic,Horror Sci-Fi Thriller,3.685754969319932
681,934,father of the bride,Comedy,3.6850286721010996
1537,2153,"avengers, the",Action Adventure,3.683901252443217
2084,2926,hairspray,Comedy Drama,3.6828789021258777
4542,7380,ella enchanted,Comedy Fantasy Romance,3.679944269341833
2786,3959,"time machine, the",Action Adventure Sci-Fi,3.6797792486171774
5420,34542,grizzly man,Documentary,3.679058684898819
934,1279,night on earth,Comedy Drama,3.6746576170554115
7562,112290,boyhood,Drama,3.673179471570503
5535,42632,lady vengeance (sympathy for lady vengeance) (chinjeolhan geumjassi),Crime Drama Mystery Thriller,3.6726817980806388
6300,66297,futurama: into the wild green yonder,Action Animation Comedy Sci-Fi,3.671527294630724
5196,27821,"interpreter, the",Drama Thriller,3.6692597662872313
6653,79357,mr. nobody,Drama Fantasy Romance Sci-Fi,3.668188770581809
2629,3724,coming home,Drama War,3.666444132278608
3431,5039,dragonslayer,Action Adventure Fantasy,3.6654111975744055
4668,7983,broadway danny rose,Comedy,3.6630012917337025
2209,3091,kagemusha,Drama War,3.66243504344924
3035,4349,catch-22,Comedy War,3.6606079747740394
2037,2860,blue streak,Comedy,3.6587573810991696
6843,86644,"fast five (fast and the furious 5, the)",Action Crime Drama Thriller IMAX,3.657602744839659
4429,7139,in america,Drama Romance,3.6569342574465016
3542,5296,"sweetest thing, the",Comedy Romance,3.6553331671686236
2082,2924,drunken master (jui kuen),Action Comedy,3.655265768929451
1828,2549,wing commander,Action Sci-Fi,3.65228056457152
5846,51939,tmnt (teenage mutant ninja turtles),Action Adventure Animation Children Comedy Fantasy,3.65213846450253
8003,140715,straight outta compton,Drama,3.6507110963836107
601,804,she's the one,Comedy Romance,3.6495231786279474
1643,2322,soldier,Action Sci-Fi War,3.6464573478516664
6258,64575,doubt,Drama Mystery,3.642362179512117
1179,1646,rocketman (a.k.a. rocket man),Children Comedy Romance Sci-Fi,3.6391098225405085
5929,54736,"kingdom, the",Action Drama Thriller,3.6318928294335824
2525,3566,"big kahuna, the",Comedy Drama,3.6284041950255377
7437,106766,inside llewyn davis,Drama,3.6283503499842866
3432,5040,conan the destroyer,Action Adventure Fantasy,3.628030364191792
7315,102716,"fast & furious 6 (fast and the furious 6, the)",Action Crime Thriller IMAX,3.6277854804622702
5368,33672,lords of dogtown,Action Comedy Drama,3.6277375782131123
4892,8880,mask,Drama,3.6171653787174414
2492,3519,force 10 from navarone,Action Drama War,3.6133239326309967
5525,42004,transamerica,Adventure Comedy Drama,3.6119849284187984
737,1016,"shaggy dog, the",Children Comedy,3.603691540295164
7540,111364,godzilla,Action Adventure Sci-Fi IMAX,3.6022934661277386
2729,3871,shane,Drama Western,3.6020026737896806
5252,31364,memories of murder (salinui chueok),Crime Drama Mystery Thriller,3.5926074648950292
2551,3615,dinosaur,Adventure Animation Children,3.5900668402303806
3046,4368,dr. dolittle 2,Comedy,3.588625191718246
6703,81156,jackass 3d,Action Comedy Documentary,3.5886122235741587
2044,2870,barefoot in the park,Comedy,3.588362430656087
4580,7573,never say never again,Action Adventure Thriller,3.5880556754928206
7661,116897,wild tales,Comedy Drama Thriller,3.5875439021147493
5554,43560,nanny mcphee,Children Comedy Fantasy,3.5871859509565347
3019,4322,eight men out,Drama,3.586078797531145
4006,6303,"andromeda strain, the",Mystery Sci-Fi,3.585965170789025
695,949,east of eden,Drama,3.584479813490633
2078,2917,body heat,Crime Thriller,3.5828391005929574
4105,6550,johnny english,Action Comedy Thriller,3.5820448061666466
1797,2513,pet sematary,Horror,3.579598110774951
7309,102481,"internship, the",Comedy,3.5781922968205864
2452,3466,heart and souls,Comedy Fantasy,3.5777498799427843
4150,6636,"sure thing, the",Comedy Romance,3.577452397708514
7536,111113,neighbors,Comedy,3.575696924458434
839,1177,enchanted april,Drama Romance,3.5710476798986086
3338,4867,riding in cars with boys,Comedy Drama,3.5709569163098838
5769,49822,"good shepherd, the",Drama Thriller,3.5657150303451406
2493,3521,mystery train,Comedy Drama,3.5641659576902103
4227,6791,babette's feast (babettes gæstebud),Drama,3.563228546132034
321,381,when a man loves a woman,Drama Romance,3.559040183843556
3251,4713,altered states,Drama Sci-Fi,3.556584475464252
689,943,"ghost and mrs. muir, the",Drama Fantasy Romance,3.5561603334675014
1326,1914,smoke signals,Comedy Drama,3.5517817902266926
5314,32596,sahara,Action Adventure Comedy,3.5515729621945766
765,1050,looking for richard,Documentary Drama,3.538761066005269
1441,2042,d2: the mighty ducks,Children Comedy,3.533846984061631
1719,2408,cocoon: the return,Comedy Sci-Fi,3.5314811111957463
6871,87520,transformers: dark of the moon,Action Adventure Sci-Fi War IMAX,3.5305041748700736
1354,1948,tom jones,Adventure Comedy Romance,3.5303533096740343
3459,5093,collateral damage,Action Thriller,3.5303499111724985
7,8,tom and huck,Adventure Children,3.5282247872222054
2421,3422,she's gotta have it,Comedy Romance,3.52727835556639
846,1187,passion fish,Drama,3.5241525758110614
608,818,"very brady sequel, a",Comedy,3.5208249857249987
8124,149406,kung fu panda 3,Action Adventure Animation,3.520761701314279
4881,8860,cellular,Action Crime Drama Mystery Thriller,3.52024610557605
3025,4333,throw momma from the train,Comedy Crime,3.5189580683835264
5989,55768,bee movie,Animation Comedy,3.517740030245945
8084,146656,creed,Drama,3.5151669752152985
1300,1866,"big hit, the",Action Comedy Crime,3.512119222531259
6551,74510,"girl who played with fire, the (flickan som lekte med elden)",Action Crime Drama Mystery Thriller,3.5043136125423544
5921,54281,charlie bartlett,Comedy Drama,3.5034599627892957
7200,98124,"batman: the dark knight returns, part 1",Action Animation Sci-Fi,3.499340768230881
1666,2351,"nights of cabiria (notti di cabiria, le)",Drama,3.4969447663109716
4590,7624,school ties,Drama,3.4968516309184325
3640,5477,sex and lucia (lucía y el sexo),Drama Romance,3.4897316345337703
5994,55872,august rush,Drama Musical,3.488225191418562
2026,2843,"black cat, white cat (crna macka, beli macor)",Comedy Romance,3.487145702402722
4549,7396,scenes from a marriage (scener ur ett äktenskap),Drama,3.4866262549862777
3270,4741,together (tillsammans),Comedy Drama Romance,3.482840083354567
4895,8907,shark tale,Animation Children Comedy,3.4822534469784228
7222,98961,zero dark thirty,Action Drama Thriller,3.473020802749147
2179,3054,pokémon: the first movie,Adventure Animation Children Fantasy Sci-Fi,3.4716648537351933
6336,68135,17 again,Comedy Drama,3.463246808484667
4709,8169,*batteries not included,Children Comedy Fantasy Sci-Fi,3.46267148414672
1372,1966,metropolitan,Comedy,3.457596531165231
81,94,beautiful girls,Comedy Drama Romance,3.4537174620321767
3454,5080,slackers,Comedy,3.4529002298343094
2816,3997,dungeons & dragons,Action Adventure Comedy Fantasy,3.4500792129672995
76,87,dunston checks in,Children Comedy,3.4490600263532873
5176,27721,"very long engagement, a (un long dimanche de fiançailles)",Drama Mystery Romance War,3.4380656689144597
5180,27741,"twilight samurai, the (tasogare seibei)",Drama Romance,3.4319303812622644
4724,8253,lupin iii: the castle of cagliostro (rupan sansei: kariosutoro no shiro),Action Adventure Animation Comedy Crime Mystery,3.429052261614432
5987,55721,elite squad (tropa de elite),Action Crime Drama Thriller,3.427913967203886
556,718,"visitors, the (visiteurs, les)",Comedy Fantasy Sci-Fi,3.4256250199900538
3107,4465,"accused, the",Drama,3.4208100676158213
745,1024,"three caballeros, the",Animation Children Musical,3.4189455010712964
7117,95558,beasts of the southern wild,Drama Fantasy,3.417511838358248
318,378,speechless,Comedy Romance,3.4142039847588235
6407,70293,julie & julia,Comedy Drama Romance,3.4106491742736678
1293,1855,krippendorf's tribe,Comedy,3.409188509512173
4750,8373,"stepford wives, the",Comedy Fantasy Thriller,3.407926601437399
3173,4585,"dream team, the",Comedy,3.406759309162288
2093,2940,gilda,Drama Film-Noir Mystery Romance,3.406169695217612
7075,94677,"dictator, the",Comedy,3.405607837012295
5897,53468,fido,Comedy Horror Thriller,3.405421257326233
5704,48142,"black dahlia, the",Crime Drama Mystery Thriller,3.404348177858799
5444,37380,doom,Action Horror Sci-Fi,3.4040814923429963
1500,2112,grand canyon,Crime Drama,3.400473157033606
4248,6832,regarding henry,Drama,3.3988762977189966
4437,7154,mona lisa smile,Drama Romance,3.396361128107884
3155,4546,"vanishing, the (spoorloos)",Drama Thriller,3.3961849219351317
6759,83349,"green hornet, the",Action Comedy Crime Fantasy Thriller IMAX,3.3958929801842075
3816,5876,"quiet american, the",Drama Thriller War,3.3946381068329003
3610,5434,"sorry, wrong number",Drama Film-Noir Thriller,3.39421900055685
5586,44397,"hills have eyes, the",Drama Horror Thriller,3.3935550518359308
6834,86345,louis c.k.: hilarious,Comedy,3.3916617903820465
3210,4640,brother,Action Crime Thriller,3.390618102262419
8258,161131,war dogs,Comedy,3.3897515934219054
541,694,"substitute, the",Action Crime Drama,3.3852770003038817
2094,2941,south pacific,Musical Romance War,3.3843304630536326
37,42,dead presidents,Action Crime Drama,3.3743596610923605
1206,1683,"wings of the dove, the",Drama Romance,3.371180823280689
2252,3155,anna and the king,Drama Romance,3.3695133147939336
7992,140174,room,Drama,3.3667195929060587
4236,6808,where eagles dare,Action Adventure War,3.3601795629307434
1599,2261,one crazy summer,Comedy,3.357320055052806
6016,56587,"bucket list, the",Comedy Drama,3.355840143628919
1429,2025,lolita,Drama Romance,3.352424334902988
2853,4040,don't tell mom the babysitter's dead,Comedy,3.3516252257102916
184,229,death and the maiden,Drama Thriller,3.351585144951075
1060,1442,prefontaine,Drama,3.3500381036937776
2524,3565,where the heart is,Comedy Drama,3.3488770234546736
1829,2550,"haunting, the",Horror Thriller,3.3449171273645826
5601,44788,this film is not yet rated,Documentary,3.3432756559969876
3945,6187,"life of david gale, the",Crime Drama Thriller,3.343003209663155
1838,2560,ravenous,Horror Thriller,3.3358409052229745
1932,2709,muppets from space,Children Comedy,3.331485141380046
2400,3394,blind date,Comedy Romance,3.3306969528991552
2321,3261,singles,Comedy Drama Romance,3.330275070139532
6554,74545,"ghost writer, the",Drama Mystery Thriller,3.327773119075258
162,199,"umbrellas of cherbourg, the (parapluies de cherbourg, les)",Drama Musical Romance,3.3246806272711176
4163,6664,commando,Action Adventure,3.3234686282716748
1758,2457,running scared,Action Comedy,3.3230456909671773
4915,8947,"grudge, the",Horror Mystery Thriller,3.3176198755285586
649,900,"american in paris, an",Musical Romance,3.3139421773250164
2004,2806,teaching mrs. tingle,Comedy Thriller,3.310876609759066
2886,4102,eddie murphy raw,Comedy Documentary,3.3066335350890936
4070,6460,"trial, the (procès, le)",Drama,3.3051063599991433
4409,7101,doc hollywood,Comedy Romance,3.303179346011797
237,289,only you,Comedy Romance,3.3030103227890084
350,426,body snatchers,Horror Sci-Fi Thriller,3.2971281433066335
5965,55261,"heartbreak kid, the",Comedy Drama Romance,3.29519766679483
2166,3038,"face in the crowd, a",Drama,3.2951507496862518
1295,1858,mr. nice guy (yat goh ho yan),Action Comedy,3.294529587756741
1542,2162,"neverending story ii: the next chapter, the",Adventure Children Fantasy,3.2944822758396413
6612,77800,four lions,Comedy Drama,3.293174384024283
4518,7327,persona,Drama,3.291516295400764
3566,5339,husbands and wives,Comedy Drama,3.28896535708497
6690,80831,let me in,Drama Horror Mystery,3.2863209283738706
2597,3684,"fabulous baker boys, the",Drama Romance,3.278676631253182
4338,7007,"last boy scout, the",Action Comedy Crime Drama Thriller,3.2684983315445857
1850,2575,"dreamlife of angels, the (vie rêvée des anges, la)",Drama,3.2667389455266873
2007,2810,perfect blue,Animation Horror Mystery Thriller,3.2655099019241636
3273,4745,o,Drama,3.260407149443072
2021,2836,outside providence,Comedy,3.2579648418624725
4370,7048,nothing to lose,Action Adventure Comedy Crime,3.257466085025703
4639,7845,tremors ii: aftershocks,Comedy Horror Sci-Fi,3.2564047229882287
500,612,"pallbearer, the",Comedy,3.255336576029774
4324,6987,"cabinet of dr. caligari, the (cabinet des dr. caligari., das)",Crime Fantasy Horror,3.2539761205050683
3544,5298,human nature,Comedy Romance,3.251596086894622
1218,1701,deconstructing harry,Comedy Drama,3.246776125204987
4079,6484,hollywood homicide,Action Crime Drama,3.2454130316160836
3692,5573,stealing harvard,Comedy Crime,3.2436658799373292
459,550,threesome,Comedy Romance,3.2422023954968147
5740,48982,flushed away,Animation Comedy,3.24115363158504
6004,56156,hitman,Action Crime Thriller,3.236936697940182
1639,2316,practical magic,Drama Fantasy Mystery Romance,3.2340264912201815
6244,63992,twilight,Drama Fantasy Romance Thriller,3.2286127003397134
4322,6985,"passion of joan of arc, the (passion de jeanne d'arc, la)",Drama,3.2267319906069205
2917,4155,sweet november,Drama Romance,3.221588685413484
5522,41863,"three burials of melquiades estrada, the",Adventure Crime Drama,3.2180455594787993
8052,143385,bridge of spies,Drama Thriller,3.217410916266418
6955,90647,puss in boots,Adventure Animation Comedy Fantasy IMAX,3.21553191786477
2227,3111,places in the heart,Drama,3.2153956633047605
4992,26133,"charlie brown christmas, a",Animation Children Comedy,3.214421041539589
3821,5882,treasure planet,Adventure Animation Children Sci-Fi IMAX,3.2054677324452725
3691,5572,barbershop,Comedy,3.2053156869368724
5791,50601,bridge to terabithia,Adventure Children Fantasy,3.204331551773155
3697,5582,captain ron,Adventure Comedy,3.2041136130787535
6831,86298,rio,Adventure Animation Children Comedy,3.2035036529361554
6429,71033,"secret in their eyes, the (el secreto de sus ojos)",Crime Drama Mystery Romance Thriller,3.2028358414902707
2455,3469,inherit the wind,Drama,3.196683130848866
2585,3672,benji,Adventure Children,3.1957250908548227
368,446,farewell my concubine (ba wang bie ji),Drama Romance,3.1948566097079034
5788,50442,alpha dog,Crime Drama,3.192006953796735
5413,34520,"dukes of hazzard, the",Action Adventure Comedy,3.191131753100141
5232,30894,white noise,Drama Horror Mystery Sci-Fi Thriller,3.190330081368273
3518,5247,smokey and the bandit,Action Comedy,3.1843390293015803
3507,5220,showtime,Action Comedy,3.1824734275248545
4188,6713,millennium actress (sennen joyû),Animation Drama Romance,3.181133770900721
1630,2303,nashville,Drama Musical,3.181042790067753
127,159,clockers,Crime Drama Mystery,3.1796336661867377
941,1286,somewhere in time,Drama Romance,3.1794331622331855
2009,2815,iron eagle,Action War,3.1784221757776567
7389,104374,about time,Drama Fantasy Romance,3.177575954190045
5603,44840,"benchwarmers, the",Comedy,3.173324378883853
5074,26729,hearts of darkness: a filmmakers apocalypse,Documentary,3.170292009955945
4434,7150,stuck on you,Comedy,3.1697893328297444
5537,42718,district 13 (banlieue 13),Action Crime Sci-Fi,3.1628764178816846
7175,97225,hotel transylvania,Animation Children Comedy,3.1626765829089782
2184,3061,holiday inn,Comedy Musical,3.156454031717921
4597,7669,pride and prejudice,Drama Romance,3.1549413658569607
6387,69640,public enemies,Crime Drama Thriller,3.1531783769585764
6196,62081,eagle eye,Action Crime Thriller IMAX,3.1528461124298044
474,575,"little rascals, the",Children Comedy,3.1509346778426277
2328,3268,stop! or my mom will shoot,Action Comedy,3.150465038709046
3310,4814,don't say a word,Thriller,3.147104208031677
4315,6974,"freshman, the",Comedy Crime,3.1440182811807142
3877,6001,"king of comedy, the",Comedy Drama,3.142627908350372
8458,176101,kingsman: the golden circle,Action Adventure Comedy,3.1423448379258074
5847,52241,"lookout, the",Crime Drama Thriller,3.1395172237741784
2573,3649,american gigolo,Drama,3.1362708183859715
5753,49280,bobby,Drama,3.133799014449138
1076,1474,jungle2jungle (a.k.a. jungle 2 jungle),Children Comedy,3.1321058223812317
6835,86347,louis c.k.: chewed up,Comedy,3.1317415296419595
2653,3754,"adventures of rocky and bullwinkle, the",Adventure Animation Children Comedy Fantasy,3.131094705071123
784,1083,"great race, the",Comedy Musical,3.1309234147710043
6648,79224,"karate kid, the",Action Children Drama,3.1308401114240105
1549,2171,next stop wonderland,Comedy Drama Romance,3.13022869872742
7210,98491,paperman,Animation Comedy Romance,3.1278499258528276
6111,59387,"fall, the",Adventure Drama Fantasy,3.12782748205451
5649,46335,"fast and the furious: tokyo drift, the (fast and the furious 3, the)",Action Crime Drama Thriller,3.1275432073033578
4139,6615,freddy vs. jason,Action Horror Thriller,3.121674276051815
390,473,in the army now,Comedy War,3.120807411354126
3365,4915,"beastmaster, the",Action Adventure Fantasy,3.1156338243802857
5489,40148,revolver,Crime Drama Thriller,3.1106477991211325
6333,67923,"fast & furious (fast and the furious 4, the)",Action Crime Drama Thriller,3.1092365400244795
328,390,faster pussycat! kill! kill!,Action Crime Drama,3.108959926137244
5183,27772,ju-on: the grudge,Horror,3.1075043444569346
5485,39446,saw ii,Horror Thriller,3.1074769723409137
4619,7762,"tinker, tailor, soldier, spy",Drama Thriller,3.1055715282503478
3862,5970,my girl,Comedy Drama Romance,3.1038664898279915
1971,2759,dick,Comedy,3.103061354637169
141,174,jury duty,Comedy,3.1029697294255314
6972,91128,"rum diary, the",Comedy Drama Thriller,3.1015442027852114
1469,2077,"journey of natty gann, the",Adventure Children,3.1000436409448238
1682,2367,king kong,Adventure Fantasy Romance Sci-Fi Thriller,3.0988959963140004
728,1007,"apple dumpling gang, the",Children Comedy Western,3.095716391304111
1607,2269,indecent proposal,Drama Romance,3.093631183641047
2890,4109,flowers in the attic,Drama Thriller,3.0935472753463924
2615,3705,bird on a wire,Action Comedy Romance,3.0922413757432317
5210,27879,dig!,Documentary,3.0913713318454445
144,177,lord of illusions,Horror,3.08931117596076
3439,5055,dragon: the bruce lee story,Action Drama,3.088951272183047
50,57,home for the holidays,Drama,3.088293484519174
1381,1975,friday the 13th part 2,Horror,3.0867761862918406
6811,85510,sucker punch,Action Fantasy Thriller IMAX,3.086145671132859
7556,111921,the fault in our stars,Drama Romance,3.085364310714838
5643,45928,who killed the electric car?,Documentary,3.08354874329671
1923,2696,"dinner game, the (dîner de cons, le)",Comedy,3.0829602608047635
6926,89774,warrior,Drama,3.0796778379573
1687,2372,fletch lives,Comedy,3.0791796627024333
5249,31225,coach carter,Drama,3.0778069545219457
552,710,celtic pride,Comedy,3.076594473838275
6260,64620,frost/nixon,Drama,3.076024003013698
734,1013,"parent trap, the",Children Comedy Romance,3.0739181764802503
3982,6266,what a girl wants,Comedy Drama Romance,3.07319374901137
1638,2315,bride of chucky (child's play 4),Comedy Horror Thriller,3.072561008871369
6256,64497,"day the earth stood still, the",Drama Sci-Fi Thriller IMAX,3.071044537502048
1950,2732,jules and jim (jules et jim),Drama Romance,3.070160031667216
4286,6932,shattered glass,Crime Drama,3.063968421478911
6645,79134,grown ups,Comedy,3.054647330111146
6261,64622,"reader, the",Drama Romance,3.050212446513972
2694,3824,autumn in new york,Drama Romance,3.049887791118255
2903,4132,mannequin,Comedy Romance,3.0490840004878796
3056,4383,"crimson rivers, the (rivières pourpres, les)",Crime Drama Mystery Thriller,3.0490595949760166
7162,96728,"master, the",Drama,3.0474544394250582
5476,39234,north country,Drama,3.0469033602704543
1023,1390,my fellow americans,Comedy,3.0459787701825145
3342,4876,thirteen ghosts (a.k.a. thir13en ghosts),Horror Thriller,3.0456921945546007
5095,26865,fist of legend (jing wu ying xiong),Action Drama,3.0439437025480425
7041,93326,this means war,Action Comedy Romance,3.0425175743918
7038,93287,"big year, the",Comedy,3.0410670869613288
1703,2390,little voice,Comedy,3.0389775865962334
4534,7367,"ladykillers, the",Comedy Crime,3.0379833966043774
2226,3109,"river, the",Drama,3.035606053829404
3412,5004,"party, the",Comedy,3.0352411802218704
4442,7161,cheaper by the dozen,Children Comedy,3.034738921124324
685,938,gigi,Musical,3.0317870176461463
849,1190,tie me up! tie me down! (¡átame!),Crime Drama Romance,3.0302807631803708
667,918,meet me in st. louis,Musical,3.029109154654099
405,489,made in america,Comedy,3.028591847807717
2263,3169,the falcon and the snowman,Crime Drama Thriller,3.027606942683262
2741,3896,"way of the gun, the",Crime Thriller,3.0274302321182365
3721,5628,wasabi,Action Comedy Crime Drama Thriller,3.027103766006027
1892,2644,dracula,Horror,3.0262008243794183
5638,45726,"you, me and dupree",Comedy,3.024128777386908
2038,2861,for love of the game,Comedy Drama,3.0222237778796335
5659,46850,wordplay,Documentary,3.0198991957714014
1066,1454,suburbia,Comedy Drama,3.0185148906222636
3323,4844,bandits,Comedy Crime Romance,3.0136120207013226
8349,168326,the big sick,Comedy Romance,3.013074638805803
8297,164909,la la land,Comedy Drama Romance,3.0129764816099964
2664,3771,the golden voyage of sinbad,Action Adventure Fantasy,3.012943294364388
2476,3500,mr. saturday night,Comedy Drama,3.0120210500541305
6040,57504,"girl who leapt through time, the (toki o kakeru shôjo)",Animation Comedy Drama Romance Sci-Fi,3.009376429733273
6623,78209,get him to the greek,Comedy,3.0089454289542505
1070,1461,vegas vacation (national lampoon's las vegas vacation),Comedy,3.0078661247340284
691,945,top hat,Comedy Musical Romance,3.006701307595705
4896,8908,ladder 49,Action Drama Thriller,3.006551291259207
6566,74795,green zone,Action Drama Thriller War,3.004041339152863
4183,6707,cabin fever,Horror Thriller,3.0036821914174245
2560,3627,carnival of souls,Horror Thriller,3.0022423197883494
3106,4464,"accidental tourist, the",Comedy Drama Romance,3.001287532155045
3994,6288,better luck tomorrow,Crime Drama,2.99477435395037
7258,100383,side effects,Crime Drama Mystery Thriller,2.9944472175340584
4335,7001,invasion of the body snatchers,Horror Mystery Sci-Fi Thriller,2.993770916500066
6323,67408,monsters vs. aliens,Animation Sci-Fi IMAX,2.99334807854787
5737,48877,saw iii,Crime Horror Thriller,2.9931236829606256
4705,8154,"dolce vita, la",Drama,2.992959962306217
3948,6193,poolhall junkies,Comedy Drama Thriller,2.987952822259099
5179,27731,"cat returns, the (neko no ongaeshi)",Adventure Animation Children Fantasy,2.986105517256926
6641,79057,predators,Action Sci-Fi Thriller,2.9846034779113477
4095,6535,"legally blonde 2: red, white & blonde",Comedy,2.9834859146201973
26,27,now and then,Children Drama,2.9808630596179415
6161,60937,"mummy: tomb of the dragon emperor, the",Action Adventure Fantasy Thriller,2.9788524361815827
5818,51084,music and lyrics,Comedy Romance,2.9759809949519926
5158,27592,sympathy for mr. vengeance (boksuneun naui geot),Crime Drama,2.972629122456345
7549,111743,a million ways to die in the west,Comedy Western,2.9715798998557075
2616,3706,angel heart,Film-Noir Horror Mystery Thriller,2.9708527174328645
4861,8796,"funny thing happened on the way to the forum, a",Comedy Musical,2.9692671253418492
7280,101362,olympus has fallen,Action Thriller,2.9687285117688145
529,667,bloodsport 2 (a.k.a. bloodsport ii: the next kumite),Action,2.9662213748784296
6273,65188,dear zachary: a letter to a son about his father,Documentary,2.965583329840163
6721,81788,"next three days, the",Crime Drama Romance Thriller,2.964926421578149
2882,4086,"big easy, the",Action Crime Mystery Romance Thriller,2.96386057137689
5775,49961,notes on a scandal,Drama,2.9569628395008882
6688,80693,it's kind of a funny story,Comedy Drama,2.9544239603974427
4026,6339,"man on the train (homme du train, l')",Comedy Drama,2.9493736054311444
6271,65130,revolutionary road,Drama Romance,2.9484920583476226
3261,4727,captain corelli's mandolin,Drama Romance War,2.947459921557001
3192,4616,lean on me,Drama,2.945175996080985
3285,4773,haiku tunnel,Comedy,2.9446418097666216
7922,135887,minions,Adventure Animation Children Comedy,2.943790134142161
850,1191,madonna: truth or dare,Documentary Musical,2.9433895176694618
3843,5941,drumline,Comedy Drama Musical Romance,2.9431399661723248
4383,7064,beauty and the beast (la belle et la bête),Drama Fantasy,2.9394323671455016
1370,1964,klute,Drama Mystery,2.937242027112357
138,171,jeffrey,Comedy Drama,2.9372414055423124
477,580,princess caraboo,Drama,2.936462308209858
4545,7386,"ten commandments, the",Adventure Drama,2.9341782778028556
2980,4255,freddy got fingered,Comedy,2.9331473643958157
4186,6710,dummy,Comedy Drama Romance,2.93142337432597
1462,2070,tender mercies,Drama Romance Western,2.931176473582299
274,332,village of the damned,Horror Sci-Fi,2.9292330760644876
6060,58162,run fatboy run,Comedy Romance,2.92870473009241
2019,2829,"muse, the",Comedy,2.9276048130533523
6340,68205,crank: high voltage,Action Comedy Crime,2.92749181757109
4301,6952,gothika,Horror Thriller,2.9250846766851013
1783,2492,20 dates,Comedy Romance,2.921472195579879
7223,99007,warm bodies,Comedy Horror Romance,2.9188960129850807
3484,5139,"bad news bears, the",Comedy,2.917655395646524
